destination,year,attacks
ISL,2013.67,0
ISL,2013.75,0
ISL,2013.83,0
ISL,2013.92,4
ISL,2014,0
ISL,2014.08,0
ISL,2014.17,0
ISL,2014.25,0
ISL,2014.33,0
ISL,2014.42,0
ISL,2014.5,42
ISL,2014.58,58
ISL,2014.67,114
ISL,2014.75,2
ISL,2014.83,0
ISL,2014.92,0
ISL,2015,0
ISL,2015.08,68
ISL,2015.17,72
ISL,2015.25,72
ISL,2015.33,26
ISL,2015.42,44
ISL,2015.5,208
ISL,2015.58,169
ISL,2015.67,378
ISL,2015.75,354
ISL,2015.83,92
ISL,2015.92,143
ISL,2016,56
ISR,2013.42,296
ISR,2013.5,76
ISR,2013.58,76
ISR,2013.67,104
ISR,2013.75,22
ISR,2013.83,178
ISR,2013.92,10
ISR,2014,8
ISR,2014.08,136
ISR,2014.17,52
ISR,2014.25,96
ISR,2014.33,18
ISR,2014.42,12
ISR,2014.5,308
ISR,2014.58,690
ISR,2014.67,86
ISR,2014.75,92
ISR,2014.83,62
ISR,2014.92,48
ISR,2015,161
ISR,2015.08,10
ISR,2015.17,0
ISR,2015.25,37
ISR,2015.33,57
ISR,2015.42,68
ISR,2015.5,234
ISR,2015.58,365
ISR,2015.67,438
ISR,2015.75,587
ISR,2015.83,21
ISR,2015.92,35
ISR,2016,73
ITA,2013.42,66
ITA,2013.5,4
ITA,2013.58,6
ITA,2013.67,12
ITA,2013.75,32
ITA,2013.83,54
ITA,2013.92,56
ITA,2014,84
ITA,2014.08,92
ITA,2014.17,246
ITA,2014.25,186
ITA,2014.33,28
ITA,2014.42,16
ITA,2014.5,34
ITA,2014.58,174
ITA,2014.67,106
ITA,2014.75,92
ITA,2014.83,99
ITA,2014.92,148
ITA,2015,159
ITA,2015.08,133
ITA,2015.17,120
ITA,2015.25,61
ITA,2015.33,50
ITA,2015.42,48
ITA,2015.5,80
ITA,2015.58,116
ITA,2015.67,603
ITA,2015.75,456
ITA,2015.83,166
ITA,2015.92,193
ITA,2016,162
JAM,2013.42,0
JAM,2013.5,0
JAM,2013.58,0
JAM,2013.67,0
JAM,2013.75,0
JAM,2013.83,8
JAM,2013.92,0
JAM,2014,0
JAM,2014.08,0
JAM,2014.17,8
JAM,2014.25,12
JAM,2014.33,0
JAM,2014.42,8
JAM,2014.5,0
JAM,2014.58,0
JAM,2014.67,26
JAM,2014.75,0
JAM,2014.83,0
JAM,2014.92,16
JAM,2015,3
JAM,2015.08,0
JAM,2015.17,0
JAM,2015.25,0
JAM,2015.33,0
JAM,2015.42,0
JAM,2015.5,22
JAM,2015.58,0
JAM,2015.67,0
JAM,2015.75,113
JAM,2015.83,0
JAM,2015.92,0
JAM,2016,0
JEY,2013.42,116
JEY,2013.5,198
JEY,2013.58,0
JEY,2013.67,42
JEY,2013.75,62
JEY,2013.83,114
JEY,2013.92,0
JEY,2014,0
JEY,2014.08,234
JEY,2014.17,348
JEY,2014.25,58
JEY,2014.33,212
JEY,2014.42,0
JEY,2014.5,0
JEY,2014.58,0
JEY,2014.67,0
JEY,2014.75,0
JEY,2014.83,0
JEY,2014.92,0
JEY,2015,0
JEY,2015.08,50
JEY,2015.17,0
JEY,2015.25,32
JEY,2015.33,0
JEY,2015.42,98
JEY,2015.5,29
JEY,2015.58,0
JEY,2015.67,0
JEY,2015.75,29
JEY,2015.83,26
JEY,2015.92,0
JEY,2016,0
JOR,2013.42,218
JOR,2013.5,218
JOR,2013.58,40
JOR,2013.67,62
JOR,2013.75,146
JOR,2013.83,300
JOR,2013.92,140
JOR,2014,338
JOR,2014.08,208
JOR,2014.17,128
JOR,2014.25,40
JOR,2014.33,0
JOR,2014.42,24
JOR,2014.5,48
JOR,2014.58,12
JOR,2014.67,54
JOR,2014.75,98
JOR,2014.83,158
JOR,2014.92,94
JOR,2015,30
JOR,2015.08,21
JOR,2015.17,0
JOR,2015.25,65
JOR,2015.33,58
JOR,2015.42,81
JOR,2015.5,15
JOR,2015.58,0
JOR,2015.67,30
JOR,2015.75,101
JOR,2015.83,620
JOR,2015.92,211
JOR,2016,795
JPN,2013.42,0
JPN,2013.5,12
JPN,2013.58,0
JPN,2013.67,306
JPN,2013.75,26
JPN,2013.83,68
JPN,2013.92,0
JPN,2014,106
JPN,2014.08,146
JPN,2014.17,246
JPN,2014.25,186
JPN,2014.33,412
JPN,2014.42,178
JPN,2014.5,148
JPN,2014.58,14
JPN,2014.67,10
JPN,2014.75,70
JPN,2014.83,10
JPN,2014.92,76
JPN,2015,4
JPN,2015.08,16
JPN,2015.17,43
JPN,2015.25,192
JPN,2015.33,135
JPN,2015.42,50
JPN,2015.5,56
JPN,2015.58,5
JPN,2015.67,25
JPN,2015.75,503
JPN,2015.83,290
JPN,2015.92,156
JPN,2016,120
KAZ,2013.42,0
KAZ,2013.5,0
KAZ,2013.58,0
KAZ,2013.67,0
KAZ,2013.75,0
KAZ,2013.83,0
KAZ,2013.92,0
KAZ,2014,0
KAZ,2014.08,0
KAZ,2014.17,204
KAZ,2014.25,898
KAZ,2014.33,98
KAZ,2014.42,0
KAZ,2014.5,0
KAZ,2014.58,0
KAZ,2014.67,0
KAZ,2014.75,68
KAZ,2014.83,150
KAZ,2014.92,0
KAZ,2015,0
KAZ,2015.08,0
KAZ,2015.17,89
KAZ,2015.25,118
KAZ,2015.33,0
KAZ,2015.42,0
KAZ,2015.5,0
KAZ,2015.58,0
KAZ,2015.67,0
KAZ,2015.75,111
KAZ,2015.83,0
KAZ,2015.92,0
KAZ,2016,0
KEN,2013.42,18
KEN,2013.5,14
KEN,2013.58,0
KEN,2013.67,0
KEN,2013.75,2
KEN,2013.83,0
KEN,2013.92,0
KEN,2014,66
KEN,2014.08,0
KEN,2014.17,2
KEN,2014.25,4
KEN,2014.33,64
KEN,2014.42,4
KEN,2014.5,14
KEN,2014.58,56
KEN,2014.67,88
KEN,2014.75,346
KEN,2014.83,42
KEN,2014.92,0
KEN,2015,139
KEN,2015.08,68
KEN,2015.17,42
KEN,2015.25,26
KEN,2015.33,64
KEN,2015.42,106
KEN,2015.5,9
KEN,2015.58,1
KEN,2015.67,0
KEN,2015.75,0
KEN,2015.83,207
KEN,2015.92,0
KEN,2016,0
KGZ,2013.42,0
KGZ,2013.5,0
KGZ,2013.58,0
KGZ,2013.67,0
KGZ,2013.75,0
KGZ,2013.83,0
KGZ,2013.92,0
KGZ,2014,0
KGZ,2014.08,0
KGZ,2014.17,0
KGZ,2014.25,0
KGZ,2014.33,0
KGZ,2014.42,0
KGZ,2014.5,0
KGZ,2014.58,0
KGZ,2014.67,0
KGZ,2014.75,0
KGZ,2014.83,0
KGZ,2014.92,0
KGZ,2015,0
KGZ,2015.08,0
KGZ,2015.17,0
KGZ,2015.25,0
KGZ,2015.33,0
KGZ,2015.42,3
KGZ,2015.5,0
KGZ,2015.58,0
KGZ,2015.67,0
KGZ,2015.75,0
KGZ,2015.83,0
KGZ,2015.92,0
KGZ,2016,0
KHM,2013.42,0
KHM,2013.5,0
KHM,2013.58,0
KHM,2013.67,14
KHM,2013.75,0
KHM,2013.83,0
KHM,2013.92,0
KHM,2014,0
KHM,2014.08,0
KHM,2014.17,0
KHM,2014.25,0
KHM,2014.33,10
KHM,2014.42,12
KHM,2014.5,0
KHM,2014.58,0
KHM,2014.67,0
KHM,2014.75,0
KHM,2014.83,0
KHM,2014.92,0
KHM,2015,26
KHM,2015.08,0
KHM,2015.17,0
KHM,2015.25,0
KHM,2015.33,9
KHM,2015.42,0
KHM,2015.5,0
KHM,2015.58,0
KHM,2015.67,0
KHM,2015.75,0
KHM,2015.83,0
KHM,2015.92,16
KHM,2016,224
KOR,2013.42,124
KOR,2013.5,186
KOR,2013.58,86
KOR,2013.67,154
KOR,2013.75,277
KOR,2013.83,172
KOR,2013.92,473
KOR,2014,380
KOR,2014.08,120
KOR,2014.17,70
KOR,2014.25,62
KOR,2014.33,58
KOR,2014.42,10
KOR,2014.5,80
KOR,2014.58,34
KOR,2014.67,16
KOR,2014.75,64
KOR,2014.83,250
KOR,2014.92,150
KOR,2015,131
KOR,2015.08,129
KOR,2015.17,72
KOR,2015.25,214
KOR,2015.33,86
KOR,2015.42,207
KOR,2015.5,160
KOR,2015.58,187
KOR,2015.67,116
KOR,2015.75,920
KOR,2015.83,176
KOR,2015.92,343
KOR,2016,250
KWT,2013.42,0
KWT,2013.5,0
KWT,2013.58,0
KWT,2013.67,0
KWT,2013.75,0
KWT,2013.83,0
KWT,2013.92,0
KWT,2014,2
KWT,2014.08,0
KWT,2014.17,0
KWT,2014.25,44
KWT,2014.33,0
KWT,2014.42,0
KWT,2014.5,2
KWT,2014.58,0
KWT,2014.67,4
KWT,2014.75,28
KWT,2014.83,8
KWT,2014.92,4
KWT,2015,2
KWT,2015.08,2
KWT,2015.17,63
KWT,2015.25,1020
KWT,2015.33,213
KWT,2015.42,263
KWT,2015.5,83
KWT,2015.58,110
KWT,2015.67,150
KWT,2015.75,47
KWT,2015.83,90
KWT,2015.92,49
KWT,2016,166
LAO,2013.42,0
LAO,2013.5,0
LAO,2013.58,0
LAO,2013.67,0
LAO,2013.75,0
LAO,2013.83,0
LAO,2013.92,0
LAO,2014,0
LAO,2014.08,0
LAO,2014.17,0
LAO,2014.25,0
LAO,2014.33,0
LAO,2014.42,0
LAO,2014.5,0
LAO,2014.58,0
LAO,2014.67,0
LAO,2014.75,0
LAO,2014.83,0
LAO,2014.92,0
LAO,2015,0
LAO,2015.08,0
LAO,2015.17,2
LAO,2015.25,0
LAO,2015.33,0
LAO,2015.42,0
LAO,2015.5,42
LAO,2015.58,460
LAO,2015.67,104
LAO,2015.75,187
LAO,2015.83,908
LAO,2015.92,31
LAO,2016,0
LBN,2013.42,0
LBN,2013.5,0
LBN,2013.58,0
LBN,2013.67,0
LBN,2013.75,0
LBN,2013.83,0
LBN,2013.92,0
LBN,2014,6
LBN,2014.08,0
LBN,2014.17,0
LBN,2014.25,30
LBN,2014.33,18
LBN,2014.42,102
LBN,2014.5,100
LBN,2014.58,18
LBN,2014.67,32
LBN,2014.75,6
LBN,2014.83,78
LBN,2014.92,142
LBN,2015,13
LBN,2015.08,5
LBN,2015.17,0
LBN,2015.25,0
LBN,2015.33,0
LBN,2015.42,0
LBN,2015.5,0
LBN,2015.58,0
LBN,2015.67,137
LBN,2015.75,0
LBN,2015.83,23
LBN,2015.92,0
LBN,2016,0
LBR,2013.42,0
LBR,2013.5,0
LBR,2013.58,0
LBR,2013.67,0
LBR,2013.75,0
LBR,2013.83,0
LBR,2013.92,0
LBR,2014,0
LBR,2014.08,0
LBR,2014.17,0
LBR,2014.25,0
LBR,2014.33,0
LBR,2014.42,0
LBR,2014.5,0
LBR,2014.58,0
LBR,2014.67,0
LBR,2014.75,0
LBR,2014.83,0
LBR,2014.92,0
LBR,2015,2
LBR,2015.08,0
LBR,2015.17,43
LBR,2015.25,0
LBR,2015.33,5
LBR,2015.42,0
LBR,2015.5,0
LBR,2015.58,0
LBR,2015.67,0
LBR,2015.75,591
LBR,2015.83,41
LBR,2015.92,0
LBR,2016,305
LBY,2013.42,0
LBY,2013.5,0
LBY,2013.58,0
LBY,2013.67,0
LBY,2013.75,0
LBY,2013.83,0
LBY,2013.92,0
LBY,2014,0
LBY,2014.08,2
LBY,2014.17,0
LBY,2014.25,2
LBY,2014.33,0
LBY,2014.42,2
LBY,2014.5,0
LBY,2014.58,0
LBY,2014.67,32
LBY,2014.75,0
LBY,2014.83,0
LBY,2014.92,0
LBY,2015,0
LBY,2015.08,0
LBY,2015.17,0
LBY,2015.25,0
LBY,2015.33,0
LBY,2015.42,0
LBY,2015.5,0
LBY,2015.58,2
LBY,2015.67,4
LBY,2015.75,0
LBY,2015.83,0
LBY,2015.92,0
LBY,2016,1
LIE,2013.42,0
LIE,2013.5,0
LIE,2013.58,0
LIE,2013.67,0
LIE,2013.75,0
LIE,2013.83,0
LIE,2013.92,0
LIE,2014,0
LIE,2014.08,0
LIE,2014.17,2
LIE,2014.25,0
LIE,2014.33,0
LIE,2014.42,0
LIE,2014.5,0
LIE,2014.58,90
LIE,2014.67,80
LIE,2014.75,0
LIE,2014.83,0
LIE,2014.92,18
LIE,2015,0
LIE,2015.08,22
LIE,2015.17,36
LIE,2015.25,2
LIE,2015.33,20
LIE,2015.42,5
LIE,2015.5,48
LIE,2015.58,81
LIE,2015.67,51
LIE,2015.75,58
LIE,2015.83,89
LIE,2015.92,62
LIE,2016,28
LKA,2013.42,74
LKA,2013.5,0
LKA,2013.58,820
LKA,2013.67,948
LKA,2013.75,0
LKA,2013.83,166
LKA,2013.92,214
LKA,2014,0
LKA,2014.08,0
LKA,2014.17,0
LKA,2014.25,0
LKA,2014.33,0
LKA,2014.42,0
LKA,2014.5,0
LKA,2014.58,0
LKA,2014.67,0
LKA,2014.75,0
LKA,2014.83,0
LKA,2014.92,16
LKA,2015,0
LKA,2015.08,135
LKA,2015.17,12
LKA,2015.25,0
LKA,2015.33,0
LKA,2015.42,0
LKA,2015.5,51
LKA,2015.58,31
LKA,2015.67,279
LKA,2015.75,373
LKA,2015.83,412
LKA,2015.92,34
LKA,2016,546
LSO,2013.42,0
LSO,2013.5,4
LSO,2013.58,10
LSO,2013.67,0
LSO,2013.75,0
LSO,2013.83,0
LSO,2013.92,0
LSO,2014,2
LSO,2014.08,0
LSO,2014.17,0
LSO,2014.25,0
LSO,2014.33,0
LSO,2014.42,0
LSO,2014.5,0
LSO,2014.58,0
LSO,2014.67,0
LSO,2014.75,0
LSO,2014.83,2
LSO,2014.92,0
LSO,2015,0
LSO,2015.08,0
LSO,2015.17,0
LSO,2015.25,5
LSO,2015.33,0
LSO,2015.42,108
LSO,2015.5,0
LSO,2015.58,0
LSO,2015.67,0
LSO,2015.75,0
LSO,2015.83,0
LSO,2015.92,0
LSO,2016,0
LTU,2013.42,0
LTU,2013.5,0
LTU,2013.58,0
LTU,2013.67,56
LTU,2013.75,0
LTU,2013.83,6
LTU,2013.92,0
LTU,2014,408
LTU,2014.08,160
LTU,2014.17,746
LTU,2014.25,50
LTU,2014.33,8
LTU,2014.42,426
LTU,2014.5,156
LTU,2014.58,44
LTU,2014.67,834
LTU,2014.75,80
LTU,2014.83,18
LTU,2014.92,14
LTU,2015,6
LTU,2015.08,2
LTU,2015.17,159
LTU,2015.25,360
LTU,2015.33,0
LTU,2015.42,127
LTU,2015.5,26
LTU,2015.58,20
LTU,2015.67,110
LTU,2015.75,472
LTU,2015.83,0
LTU,2015.92,2
LTU,2016,62
LUX,2013.42,2
LUX,2013.5,0
LUX,2013.58,16
LUX,2013.67,6
LUX,2013.75,12
LUX,2013.83,12
LUX,2013.92,158
LUX,2014,112
LUX,2014.08,166
LUX,2014.17,130
LUX,2014.25,140
LUX,2014.33,42
LUX,2014.42,28
LUX,2014.5,62
LUX,2014.58,348
LUX,2014.67,396
LUX,2014.75,66
LUX,2014.83,180
LUX,2014.92,72
LUX,2015,310
LUX,2015.08,136
LUX,2015.17,158
LUX,2015.25,1091
LUX,2015.33,372
LUX,2015.42,633
LUX,2015.5,2358
LUX,2015.58,2199
LUX,2015.67,826
LUX,2015.75,108
LUX,2015.83,59
LUX,2015.92,426
LUX,2016,347
LVA,2013.42,0
LVA,2013.5,0
LVA,2013.58,0
LVA,2013.67,0
LVA,2013.75,24
LVA,2013.83,0
LVA,2013.92,0
LVA,2014,54
LVA,2014.08,114
LVA,2014.17,20
LVA,2014.25,16
LVA,2014.33,16
LVA,2014.42,0
LVA,2014.5,0
LVA,2014.58,0
LVA,2014.67,82
LVA,2014.75,82
LVA,2014.83,4
LVA,2014.92,0
LVA,2015,95
LVA,2015.08,10
LVA,2015.17,24
LVA,2015.25,36
LVA,2015.33,118
LVA,2015.42,55
LVA,2015.5,53
LVA,2015.58,27
LVA,2015.67,123
LVA,2015.75,142
LVA,2015.83,0
LVA,2015.92,40
LVA,2016,34
MAC,2013.42,0
MAC,2013.5,0
MAC,2013.58,4
MAC,2013.67,0
MAC,2013.75,52
MAC,2013.83,0
MAC,2013.92,0
MAC,2014,0
MAC,2014.08,0
MAC,2014.17,0
MAC,2014.25,0
MAC,2014.33,36
MAC,2014.42,180
MAC,2014.5,168
MAC,2014.58,0
MAC,2014.67,0
MAC,2014.75,0
MAC,2014.83,0
MAC,2014.92,0
MAC,2015,0
MAC,2015.08,0
MAC,2015.17,25
MAC,2015.25,12
MAC,2015.33,25
MAC,2015.42,45
MAC,2015.5,0
MAC,2015.58,0
MAC,2015.67,0
MAC,2015.75,398
MAC,2015.83,0
MAC,2015.92,0
MAC,2016,63
MAR,2013.42,4
MAR,2013.5,26
MAR,2013.58,30
MAR,2013.67,0
MAR,2013.75,12
MAR,2013.83,0
MAR,2013.92,4
MAR,2014,0
MAR,2014.08,58
MAR,2014.17,0
MAR,2014.25,98
MAR,2014.33,0
MAR,2014.42,90
MAR,2014.5,0
MAR,2014.58,70
MAR,2014.67,272
MAR,2014.75,166
MAR,2014.83,4
MAR,2014.92,0
MAR,2015,13
MAR,2015.08,33
MAR,2015.17,44
MAR,2015.25,6
MAR,2015.33,0
MAR,2015.42,30
MAR,2015.5,247
MAR,2015.58,112
MAR,2015.67,494
MAR,2015.75,579
MAR,2015.83,86
MAR,2015.92,235
MAR,2016,355
MCO,2013.42,0
MCO,2013.5,0
MCO,2013.58,0
MCO,2013.67,0
MCO,2013.75,0
MCO,2013.83,0
MCO,2013.92,0
MCO,2014,0
MCO,2014.08,0
MCO,2014.17,0
MCO,2014.25,26
MCO,2014.33,22
MCO,2014.42,4
MCO,2014.5,24
MCO,2014.58,10
MCO,2014.67,4
MCO,2014.75,0
MCO,2014.83,0
MCO,2014.92,0
MCO,2015,0
MCO,2015.08,0
MCO,2015.17,0
MCO,2015.25,0
MCO,2015.33,9
MCO,2015.42,0
MCO,2015.5,3
MCO,2015.58,0
MCO,2015.67,0
MCO,2015.75,96
MCO,2015.83,80
MCO,2015.92,12
MCO,2016,6
MDA,2013.42,0
MDA,2013.5,0
MDA,2013.58,0
MDA,2013.67,0
MDA,2013.75,0
MDA,2013.83,36
MDA,2013.92,0
MDA,2014,0
MDA,2014.08,14
MDA,2014.17,48
MDA,2014.25,126
MDA,2014.33,1214
MDA,2014.42,4
MDA,2014.5,10
MDA,2014.58,66
MDA,2014.67,70
MDA,2014.75,366
MDA,2014.83,132
MDA,2014.92,312
MDA,2015,0
MDA,2015.08,139
MDA,2015.17,184
MDA,2015.25,0
MDA,2015.33,0
MDA,2015.42,61
MDA,2015.5,117
MDA,2015.58,4
MDA,2015.67,539
MDA,2015.75,417
MDA,2015.83,243
MDA,2015.92,655
MDA,2016,982
MDG,2013.42,0
MDG,2013.5,0
MDG,2013.58,0
MDG,2013.67,0
MDG,2013.75,0
MDG,2013.83,0
MDG,2013.92,0
MDG,2014,0
MDG,2014.08,0
MDG,2014.17,0
MDG,2014.25,0
MDG,2014.33,0
MDG,2014.42,0
MDG,2014.5,4
MDG,2014.58,4
MDG,2014.67,0
MDG,2014.75,0
MDG,2014.83,0
MDG,2014.92,0
MDG,2015,0
MDG,2015.08,0
MDG,2015.17,0
MDG,2015.25,118
MDG,2015.33,0
MDG,2015.42,95
MDG,2015.5,0
MDG,2015.58,0
MDG,2015.67,0
MDG,2015.75,106
MDG,2015.83,0
MDG,2015.92,0
MDG,2016,1
MDV,2013.42,32
MDV,2013.5,84
MDV,2013.58,58
MDV,2013.67,28
MDV,2013.75,0
MDV,2013.83,0
MDV,2013.92,0
MDV,2014,0
MDV,2014.08,0
MDV,2014.17,0
MDV,2014.25,0
MDV,2014.33,10
MDV,2014.42,0
MDV,2014.5,2
MDV,2014.58,6
MDV,2014.67,0
MDV,2014.75,0
MDV,2014.83,0
MDV,2014.92,0
MDV,2015,0
MDV,2015.08,0
MDV,2015.17,0
MDV,2015.25,118
MDV,2015.33,0
MDV,2015.42,0
MDV,2015.5,0
MDV,2015.58,4
MDV,2015.67,0
MDV,2015.75,0
MDV,2015.83,53
MDV,2015.92,0
MDV,2016,0
MEX,2013.42,28
MEX,2013.5,0
MEX,2013.58,0
MEX,2013.67,12
MEX,2013.75,16
MEX,2013.83,72
MEX,2013.92,46
MEX,2014,102
MEX,2014.08,4
MEX,2014.17,2
MEX,2014.25,16
MEX,2014.33,608
MEX,2014.42,1744
MEX,2014.5,510
MEX,2014.58,458
MEX,2014.67,442
MEX,2014.75,104
MEX,2014.83,16
MEX,2014.92,50
MEX,2015,67
MEX,2015.08,70
MEX,2015.17,148
MEX,2015.25,8
MEX,2015.33,0
MEX,2015.42,217
MEX,2015.5,248
MEX,2015.58,173
MEX,2015.67,560
MEX,2015.75,652
MEX,2015.83,136
MEX,2015.92,33
MEX,2016,120
MKD,2013.42,0
MKD,2013.5,0
MKD,2013.58,0
MKD,2013.67,0
MKD,2013.75,0
MKD,2013.83,90
MKD,2013.92,0
MKD,2014,20
MKD,2014.08,4
MKD,2014.17,0
MKD,2014.25,0
MKD,2014.33,2
MKD,2014.42,50
MKD,2014.5,262
MKD,2014.58,42
MKD,2014.67,292
MKD,2014.75,376
MKD,2014.83,2
MKD,2014.92,0
MKD,2015,17
MKD,2015.08,63
MKD,2015.17,24
MKD,2015.25,3
MKD,2015.33,2
MKD,2015.42,0
MKD,2015.5,18
MKD,2015.58,0
MKD,2015.67,110
MKD,2015.75,177
MKD,2015.83,0
MKD,2015.92,16
MKD,2016,0
MLI,2013.42,0
MLI,2013.5,0
MLI,2013.58,0
MLI,2013.67,0
MLI,2013.75,0
MLI,2013.83,0
MLI,2013.92,0
MLI,2014,0
MLI,2014.08,0
MLI,2014.17,0
MLI,2014.25,0
MLI,2014.33,0
MLI,2014.42,0
MLI,2014.5,0
MLI,2014.58,0
MLI,2014.67,0
MLI,2014.75,0
MLI,2014.83,0
MLI,2014.92,0
MLI,2015,0
MLI,2015.08,1
MLI,2015.17,0
MLI,2015.25,0
MLI,2015.33,27
MLI,2015.42,38
MLI,2015.5,0
MLI,2015.58,0
MLI,2015.67,0
MLI,2015.75,0
MLI,2015.83,0
MLI,2015.92,0
MLI,2016,0
MLT,2013.42,12
MLT,2013.5,18
MLT,2013.58,20
MLT,2013.67,30
MLT,2013.75,0
MLT,2013.83,12
MLT,2013.92,22
MLT,2014,16
MLT,2014.08,56
MLT,2014.17,92
MLT,2014.25,24
MLT,2014.33,14
MLT,2014.42,2
MLT,2014.5,66
MLT,2014.58,62
MLT,2014.67,24
MLT,2014.75,46
MLT,2014.83,52
MLT,2014.92,264
MLT,2015,278
MLT,2015.08,106
MLT,2015.17,110
MLT,2015.25,301
MLT,2015.33,76
MLT,2015.42,86
MLT,2015.5,10
MLT,2015.58,0
MLT,2015.67,58
MLT,2015.75,379
MLT,2015.83,6
MLT,2015.92,125
MLT,2016,0
MMR,2013.42,0
MMR,2013.5,0
MMR,2013.58,0
MMR,2013.67,0
MMR,2013.75,0
MMR,2013.83,0
MMR,2013.92,0
MMR,2014,0
MMR,2014.08,0
MMR,2014.17,0
MMR,2014.25,0
MMR,2014.33,4
MMR,2014.42,0
MMR,2014.5,0
MMR,2014.58,0
MMR,2014.67,0
MMR,2014.75,0
MMR,2014.83,0
MMR,2014.92,0
MMR,2015,0
MMR,2015.08,0
MMR,2015.17,0
MMR,2015.25,0
MMR,2015.33,0
MMR,2015.42,0
MMR,2015.5,0
MMR,2015.58,0
MMR,2015.67,0
MMR,2015.75,0
MMR,2015.83,0
MMR,2015.92,0
MMR,2016,0
MNG,2013.42,0
MNG,2013.5,24
MNG,2013.58,0
MNG,2013.67,28
MNG,2013.75,10
MNG,2013.83,40
MNG,2013.92,0
MNG,2014,0
MNG,2014.08,0
MNG,2014.17,64
MNG,2014.25,82
MNG,2014.33,12
MNG,2014.42,0
MNG,2014.5,26
MNG,2014.58,98
MNG,2014.67,0
MNG,2014.75,12
MNG,2014.83,0
MNG,2014.92,2
MNG,2015,72
MNG,2015.08,0
MNG,2015.17,82
MNG,2015.25,0
MNG,2015.33,277
MNG,2015.42,286
MNG,2015.5,204
MNG,2015.58,0
MNG,2015.67,503
MNG,2015.75,707
MNG,2015.83,381
MNG,2015.92,0
MNG,2016,0
MOZ,2013.42,0
MOZ,2013.5,0
MOZ,2013.58,0
MOZ,2013.67,0
MOZ,2013.75,0
MOZ,2013.83,0
MOZ,2013.92,0
MOZ,2014,0
MOZ,2014.08,0
MOZ,2014.17,0
MOZ,2014.25,0
MOZ,2014.33,0
MOZ,2014.42,0
MOZ,2014.5,0
MOZ,2014.58,0
MOZ,2014.67,0
MOZ,2014.75,0
MOZ,2014.83,10
MOZ,2014.92,0
MOZ,2015,0
MOZ,2015.08,6
MOZ,2015.17,81
MOZ,2015.25,58
MOZ,2015.33,27
MOZ,2015.42,10
MOZ,2015.5,0
MOZ,2015.58,62
MOZ,2015.67,16
MOZ,2015.75,1
MOZ,2015.83,0
MOZ,2015.92,16
MOZ,2016,0
MRT,2013.42,10
MRT,2013.5,0
MRT,2013.58,0
MRT,2013.67,0
MRT,2013.75,0
MRT,2013.83,0
MRT,2013.92,0
MRT,2014,0
MRT,2014.08,0
MRT,2014.17,0
MRT,2014.25,6
MRT,2014.33,0
MRT,2014.42,0
MRT,2014.5,0
MRT,2014.58,0
MRT,2014.67,0
MRT,2014.75,0
MRT,2014.83,0
MRT,2014.92,0
MRT,2015,0
MRT,2015.08,0
MRT,2015.17,48
MRT,2015.25,0
MRT,2015.33,27
MRT,2015.42,0
MRT,2015.5,3
MRT,2015.58,0
MRT,2015.67,0
MRT,2015.75,0
MRT,2015.83,0
MRT,2015.92,0
MRT,2016,0
MSR,2013.42,0
MSR,2013.5,0
MSR,2013.58,0
MSR,2013.67,0
MSR,2013.75,0
MSR,2013.83,0
MSR,2013.92,0
MSR,2014,0
MSR,2014.08,0
MSR,2014.17,0
MSR,2014.25,0
MSR,2014.33,0
MSR,2014.42,0
MSR,2014.5,0
MSR,2014.58,0
MSR,2014.67,0
MSR,2014.75,0
MSR,2014.83,0
MSR,2014.92,0
MSR,2015,0
MSR,2015.08,2
MSR,2015.17,0
MSR,2015.25,0
MSR,2015.33,0
MSR,2015.42,0
MSR,2015.5,0
MSR,2015.58,0
MSR,2015.67,0
MSR,2015.75,0
MSR,2015.83,0
MSR,2015.92,0
MSR,2016,0
MTQ,2013.42,30
MTQ,2013.5,0
MTQ,2013.58,58
MTQ,2013.67,0
MTQ,2013.75,6
MTQ,2013.83,8
MTQ,2013.92,0
MTQ,2014,14
MTQ,2014.08,32
MTQ,2014.17,10
MTQ,2014.25,0
MTQ,2014.33,0
MTQ,2014.42,18
MTQ,2014.5,0
MTQ,2014.58,16
MTQ,2014.67,0
MTQ,2014.75,10
MTQ,2014.83,0
MTQ,2014.92,4
MTQ,2015,2
MTQ,2015.08,0
MTQ,2015.17,0
MTQ,2015.25,0
MTQ,2015.33,0
MTQ,2015.42,0
MTQ,2015.5,0
MTQ,2015.58,0
MTQ,2015.67,20
MTQ,2015.75,0
MTQ,2015.83,0
MTQ,2015.92,0
MTQ,2016,0
MUS,2013.42,0
MUS,2013.5,0
MUS,2013.58,0
MUS,2013.67,0
MUS,2013.75,0
MUS,2013.83,0
MUS,2013.92,0
MUS,2014,0
MUS,2014.08,0
MUS,2014.17,0
MUS,2014.25,12
MUS,2014.33,0
MUS,2014.42,0
MUS,2014.5,0
MUS,2014.58,0
MUS,2014.67,0
MUS,2014.75,14
MUS,2014.83,0
MUS,2014.92,0
MUS,2015,28
MUS,2015.08,0
MUS,2015.17,21
MUS,2015.25,0
MUS,2015.33,16
MUS,2015.42,0
MUS,2015.5,14
MUS,2015.58,4
MUS,2015.67,111
MUS,2015.75,0
MUS,2015.83,2
MUS,2015.92,1
MUS,2016,0
MWI,2013.42,0
MWI,2013.5,0
MWI,2013.58,0
MWI,2013.67,0
